epoch,accuracy,learning_rate,loss,top5_accuracy,val_accuracy,val_loss,val_top5_accuracy
0,0.4968636631965637,2.9999999242136255e-05,2.327892780303955,0.782546877861023,0.3415133059024811,2.721562385559082,0.6768916249275208
1,0.5021459460258484,2.9999999242136255e-05,2.252645492553711,0.8220534920692444,0.33128833770751953,2.775014877319336,0.6768916249275208
2,0.5133707523345947,2.9999999242136255e-05,2.22111439704895,0.8111587762832642,0.3333333432674408,2.711857795715332,0.7137014269828796
3,0.5566193461418152,2.9999999242136255e-05,2.122541666030884,0.8375701308250427,0.3619631826877594,2.7264342308044434,0.6605316996574402
4,0.5628920197486877,2.9999999242136255e-05,2.1143698692321777,0.836249589920044,0.3353783190250397,2.722409248352051,0.699386477470398
5,0.5632221698760986,2.9999999242136255e-05,2.106339931488037,0.8435127139091492,0.3680981695652008,2.623060703277588,0.7259713411331177
6,0.5757675766944885,2.9999999242136255e-05,2.0694351196289062,0.8530868291854858,0.3742331266403198,2.681180000305176,0.6809815764427185
7,0.5833608508110046,2.9999999242136255e-05,2.0308804512023926,0.85638827085495,0.39468303322792053,2.5999555587768555,0.7075664401054382
8,0.573786735534668,2.9999999242136255e-05,2.082188367843628,0.8445031642913818,0.3558282256126404,2.5873405933380127,0.7239263653755188
9,0.5919445157051086,2.9999999242136255e-05,2.052760124206543,0.8643116354942322,0.39468303322792053,2.649717330932617,0.7157464027404785
10,0.6087817549705505,2.9999999242136255e-05,1.978946566581726,0.8646417856216431,0.37218815088272095,2.6669650077819824,0.7014315128326416
11,0.6074612140655518,2.9999999242136255e-05,1.9586397409439087,0.8768570423126221,0.4130879342556,2.5981552600860596,0.7259713411331177
12,0.6120831966400146,2.9999999242136255e-05,1.9625881910324097,0.8695939183235168,0.3619631826877594,2.719261646270752,0.6891615390777588
13,0.6170353293418884,2.9999999242136255e-05,1.9439527988433838,0.872895359992981,0.40695297718048096,2.5765650272369385,0.7300613522529602
14,0.6332122683525085,2.9999999242136255e-05,1.930905818939209,0.8794981837272644,0.42126789689064026,2.663550853729248,0.7096114754676819
